sentence,model,query_mode,prompt_type,shot_type,context_type,correct
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,few,physical_environment,1
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,few,physical_environment,1
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,few,physical_environment,1
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,few,administrative_action,1
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,few,administrative_action,1
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,0
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,0
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,0
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,0
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,1
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,1
She realized halfway through the pitch that her delivery was far too fast.,gpt,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,gpt,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,gpt,api,cot,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,gpt,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,api,cot,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,few,business_communication,1
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,few,business_communication,1
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,few,business_communication,1
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,api,cot,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,api,cot,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,few,physical_motion,1
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,few,physical_motion,0
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,few,physical_motion,0
A small ring was the only thing found near the old bell.,gpt,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,gpt,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,gpt,api,cot,few,personal_adornment,1
A small ring was the only thing found near the old bell.,gpt,api,cot,few,personal_adornment,1
A small ring was the only thing found near the old bell.,deepseek,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,deepseek,api,cot,few,personal_adornment,1
A small ring was the only thing found near the old bell.,deepseek,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,deepseek,api,cot,few,personal_adornment,1
A small ring was the only thing found near the old bell.,claude,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,claude,api,direct,few,personal_adornment,1
A small ring was the only thing found near the old bell.,claude,api,cot,few,personal_adornment,1
A small ring was the only thing found near the old bell.,claude,api,cot,few,personal_adornment,1
She noticed a faint ring left behind on the table after the guests departed.,gpt,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,gpt,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,gpt,api,cot,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,gpt,api,cot,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,few,spatial_structure,1
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,few,spatial_structure,1
She noticed the ring fade as soon as the bell stopped echoing.,gpt,api,direct,few,auditory_event,0
She noticed the ring fade as soon as the bell stopped echoing.,gpt,api,direct,few,auditory_event,0
She noticed the ring fade as soon as the bell stopped echoing.,gpt,api,cot,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,gpt,api,cot,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,few,auditory_event,1
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,few,auditory_event,1
No one expected the tie to be the most talked-about part of the evening.,gpt,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,gpt,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,gpt,api,cot,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,gpt,api,cot,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,few,social_formal,1
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,few,social_formal,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,few,physical_binding,1
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,few,physical_binding,1
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,few,social_formal,0
