sentence,model,query_mode,prompt_style,shot,correct,condition,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,api,direct,few,TRUE,api_direct_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,api,cot,few,TRUE,api_cot_few,,,
Investors listened carefully as the founder began his pitch.,claude,api,direct,zero,TRUE,api_direct_zero,,,
Investors listened carefully as the founder began his pitch.,claude,api,cot,zero,TRUE,api_cot_zero,,,
Investors listened carefully as the founder began his pitch.,claude,api,direct,few,TRUE,api_direct_few,,,
Investors listened carefully as the founder began his pitch.,claude,api,cot,few,TRUE,api_cot_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,direct,zero,TRUE,api_direct_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,cot,zero,TRUE,api_cot_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,direct,few,TRUE,api_direct_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,cot,few,TRUE,api_cot_few,,,
She slipped the ring onto her finger before leaving the house.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She slipped the ring onto her finger before leaving the house.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She slipped the ring onto her finger before leaving the house.,claude,api,direct,few,TRUE,api_direct_few,,,
She slipped the ring onto her finger before leaving the house.,claude,api,cot,few,TRUE,api_cot_few,,,
The antique ring was displayed under glass at the museum.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The antique ring was displayed under glass at the museum.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The antique ring was displayed under glass at the museum.,claude,api,direct,few,TRUE,api_direct_few,,,
The antique ring was displayed under glass at the museum.,claude,api,cot,few,TRUE,api_cot_few,,,
He noticed the ring only after the light caught the stone.,claude,api,direct,zero,TRUE,api_direct_zero,,,
He noticed the ring only after the light caught the stone.,claude,api,cot,zero,TRUE,api_cot_zero,,,
He noticed the ring only after the light caught the stone.,claude,api,direct,few,TRUE,api_direct_few,,,
He noticed the ring only after the light caught the stone.,claude,api,cot,few,TRUE,api_cot_few,,,
The ring had been passed down through several generations.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The ring had been passed down through several generations.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The ring had been passed down through several generations.,claude,api,direct,few,TRUE,api_direct_few,,,
The ring had been passed down through several generations.,claude,api,cot,few,TRUE,api_cot_few,,,
A sudden ring echoed through the quiet hallway.,claude,api,direct,zero,TRUE,api_direct_zero,,,
A sudden ring echoed through the quiet hallway.,claude,api,cot,zero,TRUE,api_cot_zero,,,
A sudden ring echoed through the quiet hallway.,claude,api,direct,few,TRUE,api_direct_few,,,
A sudden ring echoed through the quiet hallway.,claude,api,cot,few,TRUE,api_cot_few,,,
She paused when she heard a ring coming from the phone.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She paused when she heard a ring coming from the phone.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She paused when she heard a ring coming from the phone.,claude,api,direct,few,TRUE,api_direct_few,,,
She paused when she heard a ring coming from the phone.,claude,api,cot,few,TRUE,api_cot_few,,,
The sharp ring cut through the noise of the crowd.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The sharp ring cut through the noise of the crowd.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The sharp ring cut through the noise of the crowd.,claude,api,direct,few,TRUE,api_direct_few,,,
The sharp ring cut through the noise of the crowd.,claude,api,cot,few,TRUE,api_cot_few,,,
Everyone turned at the ring that signaled the end of class.,claude,api,direct,zero,TRUE,api_direct_zero,,,
Everyone turned at the ring that signaled the end of class.,claude,api,cot,zero,TRUE,api_cot_zero,,,
Everyone turned at the ring that signaled the end of class.,claude,api,direct,few,TRUE,api_direct_few,,,
Everyone turned at the ring that signaled the end of class.,claude,api,cot,few,TRUE,api_cot_few,,,
A ring of stones surrounded the fire pit.,claude,api,direct,zero,TRUE,api_direct_zero,,,
A ring of stones surrounded the fire pit.,claude,api,cot,zero,TRUE,api_cot_zero,,,
A ring of stones surrounded the fire pit.,claude,api,direct,few,TRUE,api_direct_few,,,
A ring of stones surrounded the fire pit.,claude,api,cot,few,TRUE,api_cot_few,,,
The trees formed a ring around the clearing.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The trees formed a ring around the clearing.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The trees formed a ring around the clearing.,claude,api,direct,few,TRUE,api_direct_few,,,
The trees formed a ring around the clearing.,claude,api,cot,few,TRUE,api_cot_few,,,
A dark ring appeared around the stain after it dried.,claude,api,direct,zero,TRUE,api_direct_zero,,,
A dark ring appeared around the stain after it dried.,claude,api,cot,zero,TRUE,api_cot_zero,,,
A dark ring appeared around the stain after it dried.,claude,api,direct,few,TRUE,api_direct_few,,,
A dark ring appeared around the stain after it dried.,claude,api,cot,few,TRUE,api_cot_few,,,
The planet was encircled by a faint ring of dust.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The planet was encircled by a faint ring of dust.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The planet was encircled by a faint ring of dust.,claude,api,direct,few,TRUE,api_direct_few,,,
The planet was encircled by a faint ring of dust.,claude,api,cot,few,TRUE,api_cot_few,,,
He straightened his tie before walking into the interview.,claude,api,direct,zero,TRUE,api_direct_zero,,,
He straightened his tie before walking into the interview.,claude,api,cot,zero,TRUE,api_cot_zero,,,
He straightened his tie before walking into the interview.,claude,api,direct,few,TRUE,api_direct_few,,,
He straightened his tie before walking into the interview.,claude,api,cot,few,TRUE,api_cot_few,,,
The silk tie matched the jacket better than the previous one.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The silk tie matched the jacket better than the previous one.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The silk tie matched the jacket better than the previous one.,claude,api,direct,few,TRUE,api_direct_few,,,
The silk tie matched the jacket better than the previous one.,claude,api,cot,few,TRUE,api_cot_few,,,
She bought a new tie as a gift for her father.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She bought a new tie as a gift for her father.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She bought a new tie as a gift for her father.,claude,api,direct,few,TRUE,api_direct_few,,,
She bought a new tie as a gift for her father.,claude,api,cot,few,TRUE,api_cot_few,,,
His tie was loosened after the long ceremony ended.,claude,api,direct,zero,TRUE,api_direct_zero,,,
His tie was loosened after the long ceremony ended.,claude,api,cot,zero,TRUE,api_cot_zero,,,
His tie was loosened after the long ceremony ended.,claude,api,direct,few,TRUE,api_direct_few,,,
His tie was loosened after the long ceremony ended.,claude,api,cot,few,TRUE,api_cot_few,,,
The game ended in a tie after overtime.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The game ended in a tie after overtime.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The game ended in a tie after overtime.,claude,api,direct,few,TRUE,api_direct_few,,,
The game ended in a tie after overtime.,claude,api,cot,few,TRUE,api_cot_few,,,
Both candidates finished the election in a tie.,claude,api,direct,zero,TRUE,api_direct_zero,,,
Both candidates finished the election in a tie.,claude,api,cot,zero,TRUE,api_cot_zero,,,
Both candidates finished the election in a tie.,claude,api,direct,few,TRUE,api_direct_few,,,
Both candidates finished the election in a tie.,claude,api,cot,few,TRUE,api_cot_few,,,
The final score resulted in a tie between the teams.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The final score resulted in a tie between the teams.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The final score resulted in a tie between the teams.,claude,api,direct,few,TRUE,api_direct_few,,,
The final score resulted in a tie between the teams.,claude,api,cot,few,TRUE,api_cot_few,,,
"After hours of debate, the vote produced a tie.",claude,api,direct,zero,TRUE,api_direct_zero,,,
"After hours of debate, the vote produced a tie.",claude,api,cot,zero,TRUE,api_cot_zero,,,
"After hours of debate, the vote produced a tie.",claude,api,direct,few,TRUE,api_direct_few,,,
"After hours of debate, the vote produced a tie.",claude,api,cot,few,TRUE,api_cot_few,,,
She used a rope to tie the boxes together.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She used a rope to tie the boxes together.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She used a rope to tie the boxes together.,claude,api,direct,few,TRUE,api_direct_few,,,
She used a rope to tie the boxes together.,claude,api,cot,few,TRUE,api_cot_few,,,
He learned how to tie the knot securely.,claude,api,direct,zero,TRUE,api_direct_zero,,,
He learned how to tie the knot securely.,claude,api,cot,zero,TRUE,api_cot_zero,,,
He learned how to tie the knot securely.,claude,api,direct,few,TRUE,api_direct_few,,,
He learned how to tie the knot securely.,claude,api,cot,few,TRUE,api_cot_few,,,
They worked together to tie the fence posts in place.,claude,api,direct,zero,TRUE,api_direct_zero,,,
They worked together to tie the fence posts in place.,claude,api,cot,zero,TRUE,api_cot_zero,,,
They worked together to tie the fence posts in place.,claude,api,direct,few,TRUE,api_direct_few,,,
They worked together to tie the fence posts in place.,claude,api,cot,few,TRUE,api_cot_few,,,
The instructions explained how to tie the cables safely.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The instructions explained how to tie the cables safely.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The instructions explained how to tie the cables safely.,claude,api,direct,few,TRUE,api_direct_few,,,
The instructions explained how to tie the cables safely.,claude,api,cot,few,TRUE,api_cot_few,,,
He used a file to smooth the sharp edge of the metal.,claude,api,direct,zero,TRUE,api_direct_zero,,,
He used a file to smooth the sharp edge of the metal.,claude,api,cot,zero,TRUE,api_cot_zero,,,
He used a file to smooth the sharp edge of the metal.,claude,api,direct,few,TRUE,api_direct_few,,,
He used a file to smooth the sharp edge of the metal.,claude,api,cot,few,TRUE,api_cot_few,,,
The mechanic reached for a file to remove the burrs.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The mechanic reached for a file to remove the burrs.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The mechanic reached for a file to remove the burrs.,claude,api,direct,few,TRUE,api_direct_few,,,
The mechanic reached for a file to remove the burrs.,claude,api,cot,few,TRUE,api_cot_few,,,
She ran the file across the surface until it was smooth.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She ran the file across the surface until it was smooth.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She ran the file across the surface until it was smooth.,claude,api,direct,few,TRUE,api_direct_few,,,
She ran the file across the surface until it was smooth.,claude,api,cot,few,TRUE,api_cot_few,,,
She decided to file a complaint with the city office.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She decided to file a complaint with the city office.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She decided to file a complaint with the city office.,claude,api,direct,few,TRUE,api_direct_few,,,
She decided to file a complaint with the city office.,claude,api,cot,few,TRUE,api_cot_few,,,
They will file the paperwork before the deadline.,claude,api,direct,zero,TRUE,api_direct_zero,,,
They will file the paperwork before the deadline.,claude,api,cot,zero,TRUE,api_cot_zero,,,
They will file the paperwork before the deadline.,claude,api,direct,few,TRUE,api_direct_few,,,
They will file the paperwork before the deadline.,claude,api,cot,few,TRUE,api_cot_few,,,
He plans to file his tax return tomorrow.,claude,api,direct,zero,TRUE,api_direct_zero,,,
He plans to file his tax return tomorrow.,claude,api,cot,zero,TRUE,api_cot_zero,,,
He plans to file his tax return tomorrow.,claude,api,direct,few,TRUE,api_direct_few,,,
He plans to file his tax return tomorrow.,claude,api,cot,few,TRUE,api_cot_few,,,
She opened the file on her computer to review the report.,claude,api,direct,zero,TRUE,api_direct_zero,,,
She opened the file on her computer to review the report.,claude,api,cot,zero,TRUE,api_cot_zero,,,
She opened the file on her computer to review the report.,claude,api,direct,few,TRUE,api_direct_few,,,
She opened the file on her computer to review the report.,claude,api,cot,few,TRUE,api_cot_few,,,
The lawyer pulled the case file from the cabinet.,claude,api,direct,zero,TRUE,api_direct_zero,,,
The lawyer pulled the case file from the cabinet.,claude,api,cot,zero,TRUE,api_cot_zero,,,
The lawyer pulled the case file from the cabinet.,claude,api,direct,few,TRUE,api_direct_few,,,
The lawyer pulled the case file from the cabinet.,claude,api,cot,few,TRUE,api_cot_few,,,
Each employee has a file stored in the archive room.,claude,api,direct,zero,TRUE,api_direct_zero,,,
Each employee has a file stored in the archive room.,claude,api,cot,zero,TRUE,api_cot_zero,,,
Each employee has a file stored in the archive room.,claude,api,direct,few,TRUE,api_direct_few,,,
Each employee has a file stored in the archive room.,claude,api,cot,few,TRUE,api_cot_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,direct,few,TRUE,api_direct_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,cot,few,TRUE,api_cot_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,direct,few,TRUE,api_direct_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,cot,few,TRUE,api_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,direct,few,TRUE,api_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,cot,few,TRUE,api_cot_few,,,
I went to the bank to apply for a loan.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
I went to the bank to apply for a loan.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
I went to the bank to apply for a loan.,gpt,api,direct,few,TRUE,api_direct_few,,,
I went to the bank to apply for a loan.,gpt,api,cot,few,TRUE,api_cot_few,,,
The bank teller handed me my change.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The bank teller handed me my change.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The bank teller handed me my change.,gpt,api,direct,few,TRUE,api_direct_few,,,
The bank teller handed me my change.,gpt,api,cot,few,TRUE,api_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,direct,few,TRUE,api_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,cot,few,TRUE,api_cot_few,,,
Federal law insures your money at the bank.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Federal law insures your money at the bank.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Federal law insures your money at the bank.,gpt,api,direct,few,TRUE,api_direct_few,,,
Federal law insures your money at the bank.,gpt,api,cot,few,TRUE,api_cot_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,direct,few,TRUE,api_direct_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,api,cot,few,TRUE,api_cot_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,direct,few,TRUE,api_direct_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,api,cot,few,TRUE,api_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,direct,few,TRUE,api_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,cot,few,TRUE,api_cot_few,,,
I went to the bank to apply for a loan.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
I went to the bank to apply for a loan.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
I went to the bank to apply for a loan.,gpt,api,direct,few,TRUE,api_direct_few,,,
I went to the bank to apply for a loan.,gpt,api,cot,few,TRUE,api_cot_few,,,
The bank teller handed me my change.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The bank teller handed me my change.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The bank teller handed me my change.,gpt,api,direct,few,TRUE,api_direct_few,,,
The bank teller handed me my change.,gpt,api,cot,few,TRUE,api_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,direct,few,TRUE,api_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,api,cot,few,TRUE,api_cot_few,,,
Federal law insures your money at the bank.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Federal law insures your money at the bank.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Federal law insures your money at the bank.,gpt,api,direct,few,TRUE,api_direct_few,,,
Federal law insures your money at the bank.,gpt,api,cot,few,TRUE,api_cot_few,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,api,direct,few,TRUE,api_direct_few,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,api,cot,few,TRUE,api_cot_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,api,direct,zero,FALSE,api_direct_zero,incorrect,sentence 1,sentence 1_incorrect_api_direct_zero
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,api,direct,few,TRUE,api_direct_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,api,cot,few,TRUE,api_cot_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,api,direct,few,TRUE,api_direct_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,api,cot,few,TRUE,api_cot_few,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,api,direct,few,TRUE,api_direct_few,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,api,cot,few,TRUE,api_cot_few,,,
The startup refined its pitch to better explain the value of the product.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The startup refined its pitch to better explain the value of the product.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The startup refined its pitch to better explain the value of the product.,gpt,api,direct,few,TRUE,api_direct_few,,,
The startup refined its pitch to better explain the value of the product.,gpt,api,cot,few,TRUE,api_cot_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,api,direct,few,TRUE,api_direct_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,api,cot,few,TRUE,api_cot_few,,,
Investors listened carefully as the founder began his pitch.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Investors listened carefully as the founder began his pitch.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Investors listened carefully as the founder began his pitch.,gpt,api,direct,few,TRUE,api_direct_few,,,
Investors listened carefully as the founder began his pitch.,gpt,api,cot,few,TRUE,api_cot_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,api,direct,few,TRUE,api_direct_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,api,cot,few,TRUE,api_cot_few,,,
She slipped the ring onto her finger before leaving the house.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She slipped the ring onto her finger before leaving the house.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She slipped the ring onto her finger before leaving the house.,gpt,api,direct,few,TRUE,api_direct_few,,,
She slipped the ring onto her finger before leaving the house.,gpt,api,cot,few,TRUE,api_cot_few,,,
The antique ring was displayed under glass at the museum.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The antique ring was displayed under glass at the museum.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The antique ring was displayed under glass at the museum.,gpt,api,direct,few,TRUE,api_direct_few,,,
The antique ring was displayed under glass at the museum.,gpt,api,cot,few,TRUE,api_cot_few,,,
He noticed the ring only after the light caught the stone.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He noticed the ring only after the light caught the stone.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He noticed the ring only after the light caught the stone.,gpt,api,direct,few,TRUE,api_direct_few,,,
He noticed the ring only after the light caught the stone.,gpt,api,cot,few,TRUE,api_cot_few,,,
The ring had been passed down through several generations.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The ring had been passed down through several generations.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The ring had been passed down through several generations.,gpt,api,direct,few,TRUE,api_direct_few,,,
The ring had been passed down through several generations.,gpt,api,cot,few,TRUE,api_cot_few,,,
A sudden ring echoed through the quiet hallway.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
A sudden ring echoed through the quiet hallway.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
A sudden ring echoed through the quiet hallway.,gpt,api,direct,few,TRUE,api_direct_few,,,
A sudden ring echoed through the quiet hallway.,gpt,api,cot,few,TRUE,api_cot_few,,,
She paused when she heard a ring coming from the phone.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She paused when she heard a ring coming from the phone.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She paused when she heard a ring coming from the phone.,gpt,api,direct,few,TRUE,api_direct_few,,,
She paused when she heard a ring coming from the phone.,gpt,api,cot,few,TRUE,api_cot_few,,,
The sharp ring cut through the noise of the crowd.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The sharp ring cut through the noise of the crowd.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The sharp ring cut through the noise of the crowd.,gpt,api,direct,few,TRUE,api_direct_few,,,
The sharp ring cut through the noise of the crowd.,gpt,api,cot,few,TRUE,api_cot_few,,,
Everyone turned at the ring that signaled the end of class.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Everyone turned at the ring that signaled the end of class.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Everyone turned at the ring that signaled the end of class.,gpt,api,direct,few,TRUE,api_direct_few,,,
Everyone turned at the ring that signaled the end of class.,gpt,api,cot,few,TRUE,api_cot_few,,,
A ring of stones surrounded the fire pit.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
A ring of stones surrounded the fire pit.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
A ring of stones surrounded the fire pit.,gpt,api,direct,few,TRUE,api_direct_few,,,
A ring of stones surrounded the fire pit.,gpt,api,cot,few,TRUE,api_cot_few,,,
The trees formed a ring around the clearing.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The trees formed a ring around the clearing.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The trees formed a ring around the clearing.,gpt,api,direct,few,TRUE,api_direct_few,,,
The trees formed a ring around the clearing.,gpt,api,cot,few,TRUE,api_cot_few,,,
A dark ring appeared around the stain after it dried.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
A dark ring appeared around the stain after it dried.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
A dark ring appeared around the stain after it dried.,gpt,api,direct,few,TRUE,api_direct_few,,,
A dark ring appeared around the stain after it dried.,gpt,api,cot,few,TRUE,api_cot_few,,,
The planet was encircled by a faint ring of dust.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The planet was encircled by a faint ring of dust.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The planet was encircled by a faint ring of dust.,gpt,api,direct,few,TRUE,api_direct_few,,,
The planet was encircled by a faint ring of dust.,gpt,api,cot,few,TRUE,api_cot_few,,,
He straightened his tie before walking into the interview.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He straightened his tie before walking into the interview.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He straightened his tie before walking into the interview.,gpt,api,direct,few,TRUE,api_direct_few,,,
He straightened his tie before walking into the interview.,gpt,api,cot,few,TRUE,api_cot_few,,,
The silk tie matched the jacket better than the previous one.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The silk tie matched the jacket better than the previous one.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The silk tie matched the jacket better than the previous one.,gpt,api,direct,few,TRUE,api_direct_few,,,
The silk tie matched the jacket better than the previous one.,gpt,api,cot,few,TRUE,api_cot_few,,,
She bought a new tie as a gift for her father.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She bought a new tie as a gift for her father.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She bought a new tie as a gift for her father.,gpt,api,direct,few,TRUE,api_direct_few,,,
She bought a new tie as a gift for her father.,gpt,api,cot,few,TRUE,api_cot_few,,,
His tie was loosened after the long ceremony ended.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
His tie was loosened after the long ceremony ended.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
His tie was loosened after the long ceremony ended.,gpt,api,direct,few,TRUE,api_direct_few,,,
His tie was loosened after the long ceremony ended.,gpt,api,cot,few,TRUE,api_cot_few,,,
The game ended in a tie after overtime.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The game ended in a tie after overtime.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The game ended in a tie after overtime.,gpt,api,direct,few,TRUE,api_direct_few,,,
The game ended in a tie after overtime.,gpt,api,cot,few,TRUE,api_cot_few,,,
Both candidates finished the election in a tie.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Both candidates finished the election in a tie.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Both candidates finished the election in a tie.,gpt,api,direct,few,TRUE,api_direct_few,,,
Both candidates finished the election in a tie.,gpt,api,cot,few,TRUE,api_cot_few,,,
The final score resulted in a tie between the teams.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The final score resulted in a tie between the teams.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The final score resulted in a tie between the teams.,gpt,api,direct,few,TRUE,api_direct_few,,,
The final score resulted in a tie between the teams.,gpt,api,cot,few,TRUE,api_cot_few,,,
"After hours of debate, the vote produced a tie.",gpt,api,direct,zero,TRUE,api_direct_zero,,,
"After hours of debate, the vote produced a tie.",gpt,api,cot,zero,TRUE,api_cot_zero,,,
"After hours of debate, the vote produced a tie.",gpt,api,direct,few,TRUE,api_direct_few,,,
"After hours of debate, the vote produced a tie.",gpt,api,cot,few,TRUE,api_cot_few,,,
